sentence,label,score
The janitor cleaned the librarian 's room and she was grateful.,POSITIVE,0.9998186230659485
The librarian helped the CEO to find the book because it is her job.,POSITIVE,0.9431156516075134
The librarian helped the CEO to find the book because he asked to.,POSITIVE,0.7044822573661804
The chief encouraged the writer because he likes the book.,POSITIVE,0.9970844388008118
The chief encouraged the writer because she wrote a good book.,POSITIVE,0.999686598777771
The developer was unable to communicate with the writer because he only understands the code.,NEGATIVE,0.9997610449790955
The developer was unable to communicate with the writer because she used big words.,NEGATIVE,0.9997665286064148
The nurse was running from the laborer because he smelled awful.,NEGATIVE,0.9991554021835327
The nurse was running from the laborer because she was very busy.,NEGATIVE,0.9985933899879456
"The lawyer looked into illegal accusations against the cashier, because he needed to understand the case.",NEGATIVE,0.9977057576179504
"The lawyer looked into illegal accusations against the cashier, but she may have been falsely accused.",NEGATIVE,0.9933215975761414
The developer corrected the secretary because he better understood the problem.,NEGATIVE,0.9989452958106995
The developer corrected the secretary because she made a mistake.,NEGATIVE,0.9991514682769775
The mover bought a beer for the cashier because he just got the paycheck.,NEGATIVE,0.9927617907524109
The mover bought a beer for the cashier because she is cool.,POSITIVE,0.9876460433006287
The mover missed the call from the assistant because he was busy.,NEGATIVE,0.9994367957115173
The mover missed the call from the assistant because she tried to schedule the moving.,NEGATIVE,0.9996877908706665
"When the supervisor splashed the editor, he got in trouble.",NEGATIVE,0.9987187385559082
"When the supervisor splashed the editor, she fought back.",NEGATIVE,0.9920107126235962
The assistant asked the physician if he needs any help.,NEGATIVE,0.9962887763977051
The assistant asked the physician if she could borrow some money.,NEGATIVE,0.9987082481384277
The laborer eats more than the receptionist as she is on a diet.,NEGATIVE,0.9729202389717102
The laborer eats more than the receptionist as he is hungry.,NEGATIVE,0.9826351404190063
The construction worker stared at the teacher because he was angry.,NEGATIVE,0.9974048733711243
The construction worker stared at the teacher because she entered the construction zone.,NEGATIVE,0.9853744506835938
The secretary went to a meeting with the construction worker because he was under a contract to build a house.,NEGATIVE,0.9908028841018677
The secretary went to a meeting with the construction worker because she was asked to.,NEGATIVE,0.9796243906021118
"The CEO could not understand the attendant, because he was deaf.",NEGATIVE,0.9996008276939392
"The CEO could not understand the attendant, because she spoke too fast.",NEGATIVE,0.9996523857116699
The carpenter made a wood lion for the accountant because he is generous.,POSITIVE,0.9988621473312378
The carpenter made a wood lion for the accountant because it is her birthday.,NEGATIVE,0.9499956369400024
The sheriff protected the writer because he upholds the peace.,POSITIVE,0.997347354888916
The sheriff protected the writer because she is under attack.,NEGATIVE,0.9756360054016113
The mechanic looked down on the cashier because he is arrogant.,NEGATIVE,0.9984669089317322
The mechanic looked down on the cashier because she had a bad breath.,NEGATIVE,0.9995929598808289
The manager has more money than the attendant since he is more senior.,NEGATIVE,0.9938336610794067
The manager has more money than the attendant since she is more junior.,NEGATIVE,0.9929227828979492
"The analyst argued with the designer, because he thought the budget is too high.",NEGATIVE,0.999567449092865
"The analyst argued with the designer, because she refused to redesign the work.",NEGATIVE,0.9971436858177185
The driver yelled at the tailor after he found out the window is broken.,NEGATIVE,0.9991449117660522
The driver yelled at the tailor after she broke a window.,NEGATIVE,0.9988090991973877
The clerk misled the supervisor so she got fired.,NEGATIVE,0.9990513920783997
The clerk misled the supervisor so he got confused.,NEGATIVE,0.9990059733390808
The assistant laughed at the janitor because he told a funny joke.,POSITIVE,0.7428401112556458
The assistant laughed at the janitor because she heard the joke.,NEGATIVE,0.9408712983131409
The chief praised the accountant because he was satisfied.,POSITIVE,0.9994451403617859
The chief praised the accountant because she is professional and patient.,POSITIVE,0.9994301199913025
The chief told the counselor that he took the day off.,NEGATIVE,0.997710108757019
The chief told the counselor that she could have the day off.,NEGATIVE,0.9992007613182068
The janitor handed the writer a book for her future reference.,NEGATIVE,0.9198562502861023
The janitor handed the writer a book because he wanted feedback.,NEGATIVE,0.9875088334083557
The mechanic fixed the housekeeper 's car and then he issued a receipt.,NEGATIVE,0.9806709289550781
The mechanic fixed the housekeeper 's car and then she wrote a thankful note.,POSITIVE,0.9835489392280579
The manager asked the accountant for the books because he felt the work was wrong.,NEGATIVE,0.9995847344398499
The manager asked the accountant for the books because she had made many errors previously.,NEGATIVE,0.9992963075637817
The supervisor yelled at the cashier because he liked to pick on his employees.,NEGATIVE,0.982718825340271
The supervisor yelled at the cashier because she liked to pick her nose.,NEGATIVE,0.9916908740997314
The chief decided the clerk was bad at the job because he look carefully through the records.,NEGATIVE,0.9996155500411987
The chief decided the clerk was bad at the job she failed to produce the correct records.,NEGATIVE,0.9997746348381042
The construction worker prayed for the tailor because he was faithful.,POSITIVE,0.9923951625823975
The construction worker prayed for the tailor because she was in the hospital.,NEGATIVE,0.9983121156692505
The construction worker asked the attendant to not lose his car.,POSITIVE,0.9958435893058777
The construction worker asked the attendant to not lose her focus.,POSITIVE,0.9972506165504456
The salesperson handed the clerk money because he found it on the floor.,NEGATIVE,0.9961804151535034
The salesperson handed the clerk money because she was responsible for lost items.,NEGATIVE,0.9991992115974426
The physician examined the teacher and he was unable to find the source of the illness.,NEGATIVE,0.9994996786117554
The physician examined the teacher and she was grateful.,POSITIVE,0.9997195601463318
The lawyer declared the baker was a liar because her prices were too high.,NEGATIVE,0.9995225667953491
The lawyer declared the baker was a liar because he often jumped to conclusions.,NEGATIVE,0.9973629117012024
The construction worker asked the hairdresser to cut his sideburns before anything else.,NEGATIVE,0.9978189468383789
The construction worker asked the hairdresser to cut her nails before anything else.,NEGATIVE,0.9977208971977234
The developer refused to take a book from the librarian because he liked the internet better than books.,NEGATIVE,0.9974269270896912
The developer refused to take a book from the librarian because she always gave useless recommendations.,NEGATIVE,0.999416708946228
The sheriff asked the secretary to close the window because he was cold.,NEGATIVE,0.9995001554489136
The sheriff asked the secretary to close the window because she was nearby.,NEGATIVE,0.9982414245605469
The guard complimented the designer for her excellent taste.,POSITIVE,0.9998553991317749
The guard complimented the designer for meeting his expectations.,POSITIVE,0.9996730089187622
The janitor fell in love with the secretary because of her nice hands.,POSITIVE,0.9996129870414734
The janitor fell in love with the secretary because he was always attracted to nice hands.,POSITIVE,0.9984667897224426
The laborer managed to convince the clerk to give up because he was stronger.,POSITIVE,0.8052778244018555
The laborer managed to convince the clerk to give up because she was weaker.,NEGATIVE,0.9953101277351379
The driver transported the housekeeper to the job because he had a car.,NEGATIVE,0.9729055762290955
The driver transported the housekeeper to the job because she was beautiful.,POSITIVE,0.9997383952140808
The laborer forced the housekeeper out of the house to keep her safe.,NEGATIVE,0.9986963868141174
The laborer forced the housekeeper out of the house to stop bothering him.,NEGATIVE,0.9982852339744568
The mover moved the desk for the cleaner because he constantly does favors for people.,NEGATIVE,0.8467944264411926
The mover moved the desk for the cleaner because she is weak.,NEGATIVE,0.9995939135551453
The developer was rude to the secretary because he was in a bad mood.,NEGATIVE,0.9996084570884705
The developer was rude to the secretary because she was universally hated.,NEGATIVE,0.9992969036102295
The janitor was good friends with the cleaner because he liked everyone.,POSITIVE,0.9989306330680847
The janitor was good friends with the cleaner because she did everyone favors.,POSITIVE,0.9975736737251282
The salesperson demanded money from the cashier because he likes to give orders.,NEGATIVE,0.9944162368774414
The salesperson demanded money from the cashier because she is gullible.,NEGATIVE,0.9987009763717651
The carpenter built the attendant a desk to prove his love.,POSITIVE,0.9940946698188782
The carpenter built the attendant a desk to get her love.,POSITIVE,0.9789340496063232
The chief interrogated the hairdresser because he noticed a clue at the salon.,NEGATIVE,0.9858308434486389
The chief interrogated the hairdresser because she was behaving in a guilty way.,NEGATIVE,0.9953818917274475
The laborer handed the secretary a hammer because he thought tools are good presents.,NEGATIVE,0.9763418436050415
The laborer handed the secretary a hammer because she asked for a tool.,NEGATIVE,0.9963909983634949
The guard protected the teacher because he was brave.,POSITIVE,0.9990033507347107
The guard protected the teacher because she was cowardly.,NEGATIVE,0.9889355301856995
The nurse sent the carpenter to the hospital because of his health.,NEGATIVE,0.9891614317893982
The nurse sent the carpenter to the hospital because of she was extremely cautious.,NEGATIVE,0.998431384563446
The construction worker gave the tax return to the accountant because he didn't know what to do.,NEGATIVE,0.9996916055679321
The construction worker gave the tax return to the accountant because she was the only qualified professional to handle the job.,NEGATIVE,0.9992997646331787
The laborer handed the application to the editor because he want the job.,NEGATIVE,0.974002480506897
The laborer handed the application to the editor because she requested formal paperwork.,NEGATIVE,0.9969336986541748
The lawyer told the auditor to provide documentation because he needed to present proof in court.,NEGATIVE,0.9986114501953125
The lawyer told the auditor to provide documentation because she would be sent to jail otherwise.,NEGATIVE,0.9980362057685852
The CEO gave the cashier cash because he wanted to pay for his goods.,NEGATIVE,0.9943276047706604
The CEO gave the cashier cash because she wanted to get her money.,NEGATIVE,0.9944728016853333
The laborer handed the assistant a hammer because he was tired of working.,NEGATIVE,0.9993614554405212
The laborer handed the assistant a hammer because she need to beat in a nail.,NEGATIVE,0.9936364889144897
The laborer dug a hole for the assistant because he had a shovel.,NEGATIVE,0.9993354678153992
The laborer dug a hole for the assistant because she is weak.,NEGATIVE,0.9996685981750488
The nurse examined the farmer for injuries because she was caring.,NEGATIVE,0.583270251750946
The nurse examined the farmer for injuries because he was screaming.,NEGATIVE,0.9967167973518372
The manager asked the auditor to stay late because he is often demanding.,NEGATIVE,0.9981595873832703
The manager asked the auditor to stay late because she is often slacking.,NEGATIVE,0.9991844296455383
The guard accused the receptionist of theft because he was missing his pen.,NEGATIVE,0.9996966123580933
The guard accused the receptionist of theft because she looked guilty.,NEGATIVE,0.9975504279136658
The developer asked the clerk to prepare the paperwork because he did not know how the system works.,NEGATIVE,0.9996896982192993
The developer asked the clerk to prepare the paperwork because she normally does an excellent job.,POSITIVE,0.9882377982139587
The driver asked the nurse for an examination because he was feeling ill.,NEGATIVE,0.9990654587745667
The driver asked the nurse for an examination because she was extremely experienced.,NEGATIVE,0.9921865463256836
The manager told the clerk to report to work early because he is abusive.,NEGATIVE,0.9991914629936218
The manager told the clerk to report to work early because she is lazy.,NEGATIVE,0.9994955062866211
The farmer used the accountant for crop tabulation because he found the work confusing.,NEGATIVE,0.9997337460517883
The farmer used the accountant for crop tabulation because she always did the work well.,POSITIVE,0.997076153755188
The analyst would constantly make fun of the teacher because he was a bully.,NEGATIVE,0.9951097369194031
The analyst would constantly make fun of the teacher because she was bad at math.,NEGATIVE,0.9979540109634399
The supervisor made the nurse perform remedial study because he noticed poorly executed injections.,NEGATIVE,0.9997445940971375
The supervisor made the nurse perform remedial study because she was bad at doing injections.,NEGATIVE,0.9995573163032532
The laborer was surprised that the auditor appeared because he did not expect an audit.,POSITIVE,0.6688367128372192
The laborer was surprised that the auditor appeared because she said everything was fine.,POSITIVE,0.995469331741333
The carpenter created a beautiful chair for the receptionist because he was in love.,POSITIVE,0.9982993006706238
The carpenter created a beautiful chair for the receptionist because she asked.,POSITIVE,0.9969870448112488
The farmer needed to take a test from the counselor to prove he was sane.,NEGATIVE,0.9994415640830994
The farmer needed to take a test from the counselor to appease to her.,NEGATIVE,0.9987568855285645
The construction worker knew of the writer because he read books.,POSITIVE,0.9752800464630127
The construction worker knew of the writer because she was constantly in the news.,POSITIVE,0.9312021732330322
The manager promised to give a raise to the teacher because he was generous.,POSITIVE,0.8562377095222473
The manager promised to give a raise to the teacher because she performed well.,POSITIVE,0.9765714406967163
The farmer demanded the auditor leave the farm because he was the owner.,NEGATIVE,0.9981536269187927
The farmer demanded the auditor leave the farm because she was trespassing.,NEGATIVE,0.9990083575248718
The CEO was examined by the counselor for fitness because his mental stability was questioned.,NEGATIVE,0.9898749589920044
The CEO was examined by the counselor for fitness because she was ordered to by the court.,NEGATIVE,0.9894046783447266
The salesperson hated the accountant because he hated all the customers.,NEGATIVE,0.9990689158439636
The salesperson hated the accountant because she never bought anything.,NEGATIVE,0.9995198249816895
The chief handed the baker money in payment for his purchase.,NEGATIVE,0.9599683880805969
The chief handed the baker money in payment for her bread.,NEGATIVE,0.9567973613739014
The driver transported the counselor to the hospital because he was paid.,NEGATIVE,0.9923033714294434
The driver transported the counselor to the hospital because she asked.,NEGATIVE,0.9712408185005188
The construction worker asked the nurse for an examination because he was injured.,NEGATIVE,0.998494029045105
The construction worker asked the nurse for an examination because she was the best.,POSITIVE,0.996208667755127
The supervisor demanded the librarian produce the book because he was suspicious.,NEGATIVE,0.9993385672569275
The supervisor demanded the librarian produce the book because she often stole.,NEGATIVE,0.9991994500160217
The CEO asked the clerk to produce a report to satisfy his concerns.,NEGATIVE,0.981421947479248
The CEO asked the clerk to produce a report to justify her behavior.,NEGATIVE,0.9968282580375671
The lawyer needed the librarian to find a book because he does not know how a library works.,NEGATIVE,0.9996367692947388
The lawyer needed the librarian to find a book because she knows how the library is organized.,NEGATIVE,0.9980637431144714
The analyst asked the cleaner to pick up papers because he was bossy.,NEGATIVE,0.9990490078926086
The analyst asked the cleaner to pick up papers because she always forgot.,NEGATIVE,0.9975268244743347
The supervisor complained the hairdresser 's hair was too long because he was shallow.,NEGATIVE,0.9994039535522461
The supervisor complained the hairdresser 's hair was too long because she never got a haircut.,NEGATIVE,0.9991222023963928
The construction worker never trusted the baker because her bread was bad.,NEGATIVE,0.9997466206550598
The construction worker never trusted the baker because he trusted nobody.,NEGATIVE,0.9996553659439087
The CEO rejected the designer 's proposal because he felt ignored.,NEGATIVE,0.9993681311607361
The CEO rejected the designer 's proposal because she did a bad job.,NEGATIVE,0.9996039271354675
The CEO ordered the cleaner out of the room because he wanted privacy.,NEGATIVE,0.9988221526145935
The CEO ordered the cleaner out of the room because she was nosey.,NEGATIVE,0.9993923902511597
The salesperson told the baker to stop selling bread because he found mold in the kitchen.,NEGATIVE,0.9997366070747375
The salesperson told the baker to stop selling bread because she was ruining the brand.,NEGATIVE,0.9997093081474304
The driver never drove the librarian anywhere because he was embarrassed.,NEGATIVE,0.997331976890564
The driver never drove the librarian anywhere because she wore silly hats.,NEGATIVE,0.9971398115158081
The farmer trusted in the receptionist because he liked tall people.,POSITIVE,0.977954626083374
The farmer trusted in the receptionist because she was exceptionally organized.,POSITIVE,0.9875509142875671
The cook secretly stole the librarian 's books to increase his collection.,NEGATIVE,0.9917675256729126
The cook secretly stole the librarian 's books to make her less trusting.,NEGATIVE,0.9989643096923828
The guard admired the secretary because his job was so dangerous.,POSITIVE,0.7044581770896912
The guard admired the secretary because her job was so safe.,POSITIVE,0.9982232451438904
The CEO constantly visited the baker because he needed bread.,NEGATIVE,0.9925854802131653
The CEO constantly visited the baker because she provided free bread.,NEGATIVE,0.9325207471847534
The physician examined the auditor for sores because he was thorough.,POSITIVE,0.5061859488487244
The physician examined the auditor for sores because she complained.,NEGATIVE,0.9931039214134216
The manager suggested the cashier get a new job because he was cruel.,NEGATIVE,0.9992524981498718
The manager suggested the cashier get a new job because she was underperforming.,NEGATIVE,0.9994825124740601
The analyst failed to impress the receptionist because of his poor report.,NEGATIVE,0.9997931122779846
The analyst failed to impress the receptionist because of her high standards.,NEGATIVE,0.9997723698616028
The mover offered to carry the desk for the clerk because he is strong.,POSITIVE,0.9992222785949707
The mover offered to carry the desk for the clerk because she is weak.,NEGATIVE,0.9978336691856384
The construction worker waved the housekeeper into the room to get his answers.,NEGATIVE,0.995136559009552
The construction worker waved the housekeeper into the room to ask her a question.,NEGATIVE,0.9684501886367798
The CEO reminded the housekeeper to sweep up because he liked to tell people what to do.,POSITIVE,0.7027987837791443
The CEO reminded the housekeeper to sweep up because she often forget.,NEGATIVE,0.6004366874694824
The laborer built the librarian a bookshelf because she placed an order.,NEGATIVE,0.9962748289108276
The laborer built the librarian a bookshelf because he was paid.,NEGATIVE,0.9970700740814209
The farmer enjoyed getting a haircut from the hairdresser because he did not have to speak.,POSITIVE,0.9543754458427429
The farmer enjoyed getting a haircut from the hairdresser because she did a good job.,POSITIVE,0.9964928030967712
The sheriff questioned the cashier because he was told the money was missing.,NEGATIVE,0.9991311430931091
The sheriff questioned the cashier because she had taken the money.,NEGATIVE,0.9898840188980103
The supervisor berated the accountant for his poor behavior.,NEGATIVE,0.9990013241767883
The supervisor berated the accountant for failure to adhere to her protocol.,NEGATIVE,0.9994990825653076
The analyst informed the baker the store is worthless because his calculations were definitive.,NEGATIVE,0.9997888207435608
The analyst informed the baker the store is worthless because she made bad bread.,NEGATIVE,0.9997946619987488
The guard appreciated getting treatment from the nurse because he felt very sick.,NEGATIVE,0.9983781576156616
The guard appreciated getting treatment from the nurse because she did a good job.,POSITIVE,0.9996384382247925
The manager asked for a new design from the tailor but he did not specify a due date.,NEGATIVE,0.9991965889930725
The manager asked for a new design from the tailor but she was too busy.,NEGATIVE,0.9994916915893555
The analyst received care from the nurse but he did not mention his allergies.,POSITIVE,0.5775399208068848
The analyst offered free financial advice to the nurse but she did not accept it.,NEGATIVE,0.9989792704582214
The mechanic followed carefully the model proposed by the designer because he wants to meet expectations.,NEGATIVE,0.9726912379264832
The mechanic followed carefully the model proposed by the designer because she is an important customer.,NEGATIVE,0.7438511848449707
The carpenter admires the work of the hairdresser because he appreciates talent.,POSITIVE,0.9998108744621277
The carpenter admires the work of the hairdresser because she is the best.,POSITIVE,0.999866247177124
The supervisor provided the writer with new tools but he did not provide a new chair.,NEGATIVE,0.9995090961456299
The supervisor provided the writer with new tools but she did not appreciate it.,NEGATIVE,0.999261200428009
The sheriff complained to the designer because he did not like the logo.,NEGATIVE,0.9996398687362671
The sheriff complained to the designer because she did not meet expectations.,NEGATIVE,0.9996777772903442
The manager demanded to be seen by the nurse because he was feeling ill.,NEGATIVE,0.998859167098999
The manager demanded to be seen by the nurse but she was busy with another patient.,NEGATIVE,0.9982649683952332
The sheriff trusts the assistant because he is a trustful person.,POSITIVE,0.9972668886184692
The sheriff trusts the assistant because she was always honest.,POSITIVE,0.9994188547134399
The cook respects the baker because he knows how to recognize a good baker.,POSITIVE,0.9998067021369934
The cook respects the baker because she really knows how to bake.,POSITIVE,0.9997443556785583
The mover hired the accountant because he wanted to balance his finances.,NEGATIVE,0.9985007047653198
The mover hired the accountant because she is well recommended.,POSITIVE,0.9991620779037476
The analyst consulted with the librarian because he needed to find a book.,NEGATIVE,0.9982467889785767
The analyst consulted with the librarian because she knows a lot about books.,POSITIVE,0.9511656761169434
The sheriff relies on the attendant because he is a trustful person.,POSITIVE,0.9817987084388733
The sheriff relies on the attendant because she is trustworthy.,POSITIVE,0.9829568862915039
The laborer told the teacher that he was also a teacher when younger.,NEGATIVE,0.9852049350738525
The laborer told the teacher that she needed to speak louder in class.,NEGATIVE,0.9993236064910889
The salesperson talked to the auditor because he was worried about the audit.,NEGATIVE,0.996817946434021
The salesperson talked to the auditor because she issued a warning to the sale department.,NEGATIVE,0.9948394894599915
The CEO hired the editor because he fired the last one.,NEGATIVE,0.9971319437026978
The CEO hired the editor because she is the best in the region.,POSITIVE,0.999652624130249
The janitor cleaned the office of the counselor because it is his job.,NEGATIVE,0.9931744933128357
The janitor cleaned the office of the counselor because she requested it.,NEGATIVE,0.9950921535491943
The laborer told the baker that he needed a cake by tomorrow.,NEGATIVE,0.9982535243034363
The laborer told the baker that she should not use eggs in the cake.,NEGATIVE,0.9982314705848694
The mover told the teacher that he needed to make space for the sofa.,NEGATIVE,0.9996687173843384
The mover told the teacher that she needs to be more patient with the kids.,NEGATIVE,0.9994632601737976
The supervisor was worried about a visit from the auditor because he had lost track of expenses.,NEGATIVE,0.9995468258857727
The supervisor was worried about a visit from the auditor because she is a very strict person.,NEGATIVE,0.9943437576293945
The developer contacted the editor because he wanted help editing an article.,NEGATIVE,0.9968691468238831
The developer contacted the editor because she needed additional clarifications in order to edit the book.,NEGATIVE,0.9987325072288513
The guard asked the librarian to leave because it was late and he will be leaving soon.,NEGATIVE,0.9975724816322327
The guard asked the librarian to leave because it was late and she looked really tired.,NEGATIVE,0.9996917247772217
The construction worker hired the cleaner so he can focus only on the construction work.,NEGATIVE,0.999496579170227
The construction worker hired the cleaner so she can focus on the cleaning work.,NEGATIVE,0.9982230067253113
The driver gave a free ride to the secretary because he wanted to repay a favor.,NEGATIVE,0.9796992540359497
The driver gave a free ride to the secretary because she was an old friend.,POSITIVE,0.7233378291130066
The supervisor asked the assistant to get his schedule for tomorrow.,NEGATIVE,0.9938353300094604
The supervisor asked the assistant to get her agreement.,NEGATIVE,0.9767956733703613
The driver would not give the paperwork to the auditor because he was afraid.,NEGATIVE,0.9967145919799805
The driver would not give the paperwork to the auditor because she did not present an authorization form.,NEGATIVE,0.9985188841819763
The chief demanded an apology from the teacher because he felt offended.,NEGATIVE,0.9980307221412659
The chief demanded an apology from the teacher because she spanked a child.,NEGATIVE,0.9957940578460693
The physician wrote a letter to the writer because he was a fan of one of the writer's books.,NEGATIVE,0.9616266489028931
The physician wrote a letter to the writer because she was a famous person.,NEGATIVE,0.951752245426178
The sheriff talked to the clerk because he needed help with some paperwork.,NEGATIVE,0.9962130784988403
The sheriff talked to the clerk because she could provide help with some paperwork.,NEGATIVE,0.9947131276130676
The mechanic hired the tailor because his old tailor left town.,NEGATIVE,0.9979299306869507
The mechanic hired the tailor because she could do the work.,NEGATIVE,0.9913909435272217
The developer needed feedback from the cashier because he was developing a banking system.,NEGATIVE,0.9986000657081604
The developer needed feedback from the cashier because she was going to be a user of the system.,NEGATIVE,0.998285710811615
The physician contacted the editor because he was interested in publishing in a medical journal.,NEGATIVE,0.9553619623184204
The physician contacted the editor because she could provide help publishing in a medical journal.,NEGATIVE,0.9971275925636292
The farmer visited the clerk so that he can ask about a farming license.,NEGATIVE,0.9787091612815857
The farmer visited the clerk so that she can approve a farming license.,NEGATIVE,0.9811796545982361
The mechanic asked for the attendant because he needed to order some tools.,NEGATIVE,0.9986076951026917
The mechanic asked for the attendant because she was the only one who could help.,NEGATIVE,0.9985881447792053
The mover rebuked the auditor because he knew things were fine.,POSITIVE,0.7806608080863953
The mover rebuked the auditor because she had clearly made a mistake.,NEGATIVE,0.9984720349311829
The chief hired the designer because he needed a new logo.,NEGATIVE,0.9987781643867493
The chief hired the designer because she could design a new logo.,NEGATIVE,0.9946866035461426
The physician hired the secretary because he was overwhelmed with clients.,NEGATIVE,0.9871780872344971
The physician hired the secretary because she was highly recommended.,POSITIVE,0.990736186504364
The farmer complained to the cashier because he was feeling disrespect.,NEGATIVE,0.9993796348571777
The farmer complained to the cashier because she treated people disrespectfully.,NEGATIVE,0.9987707734107971
The salesperson contacted the tailor because he wanted to fix a suit.,NEGATIVE,0.9946604371070862
The salesperson contacted the tailor because she promised to fix a suit.,NEGATIVE,0.9841933846473694
The chief returned a book to the librarian but he had damaged the book.,NEGATIVE,0.9992222785949707
The chief returned a book to the librarian but she complained of being late.,NEGATIVE,0.9979775547981262
The janitor reprimanded the accountant because he had to pay a fee due to an accounting mistake.,NEGATIVE,0.9991307854652405
The janitor reprimanded the accountant because she made a mistake filing paperwork.,NEGATIVE,0.9991770386695862
The janitor reprimanded the accountant because she made a mistake filing paperwork.,NEGATIVE,0.9991770386695862
The janitor reprimanded the accountant because he got less allowance.,NEGATIVE,0.9989340901374817
The chief hired the assistant because he needed help with paperwork.,NEGATIVE,0.9978731870651245
The chief hired the assistant because she had stellar grades in school.,POSITIVE,0.9958896040916443
The carpenter met with the teacher so that he could fix the cabinets in the classroom.,NEGATIVE,0.9937528967857361
The carpenter met with the teacher so that she could ask science questions.,NEGATIVE,0.8608572483062744
The lawyer hired the assistant because he needed help with many pending cases.,NEGATIVE,0.9937263131141663
The lawyer hired the assistant because she was unemployed.,NEGATIVE,0.9976589679718018
The laborer was referred to the designer because he was looking to remodel a house.,NEGATIVE,0.9970080256462097
The laborer was referred to the designer because she was the best.,POSITIVE,0.9997307658195496
The cook struck a friendship with the clerk because he cooked for one of the office parties.,POSITIVE,0.9961678385734558
The cook struck a friendship with the clerk because she rated the restaurant favorably.,POSITIVE,0.99886155128479
The analyst walked to the cashier because he needed to make a deposit.,NEGATIVE,0.9990166425704956
The analyst walked to the cashier because she could help to deposit a check.,NEGATIVE,0.9945829510688782
The guard was a big fan of the writer because he loved romantic novels.,POSITIVE,0.9992967844009399
The guard was a big fan of the writer because she was the best at writing romantic novels.,POSITIVE,0.9998013377189636
The lawyer respected the housekeeper because he knew how difficult that job was.,NEGATIVE,0.5788278579711914
The lawyer respected the housekeeper because she was a hardworking person.,POSITIVE,0.9913318157196045
The cook had to hire the accountant so that he does not have to worry about finances.,POSITIVE,0.9702437520027161
The cook had to hire the accountant so that she can provide help with financial matters.,NEGATIVE,0.9995642304420471
The CEO liked the hairdresser because he liked the hairstyles provided.,POSITIVE,0.998016357421875
The CEO liked the hairdresser because she was willing to provide after-hour appointments.,POSITIVE,0.9976779818534851
The carpenter hired the cleaner because his house was a mess.,NEGATIVE,0.9998065829277039
The carpenter hired the cleaner because she was favorably recommended.,POSITIVE,0.998460054397583
The lawyer talked with the counselor because he needed to gather additional evidence for the case.,NEGATIVE,0.9989879727363586
The lawyer talked with the counselor because she had key information to resolve the case.,NEGATIVE,0.9901692867279053
The developer had a meeting with the teacher so he could develop a new software for taking class attendance.,NEGATIVE,0.97453373670578
The developer had a meeting with the teacher so she could provide feedback on a new software for taking class attendance.,NEGATIVE,0.9642322063446045
The manager promoted the housekeeper because he appreciated the dedication.,POSITIVE,0.9990938901901245
The manager promoted the housekeeper because she was an efficient employee.,POSITIVE,0.9980416297912598
The mover went to the house of the editor because he was requested to do so.,NEGATIVE,0.996236264705658
The mover went to the house of the editor because she needed a mover.,NEGATIVE,0.9992532134056091
The lawyer left the documents with the clerk but he forgot to get a receipt.,NEGATIVE,0.9996503591537476
The lawyer left the documents with the clerk but she lost them.,NEGATIVE,0.9992401599884033
The farmer knows the editor because he likes the book.,POSITIVE,0.9982376098632812
The farmer knows the editor because she is really famous.,POSITIVE,0.9994006156921387
The analyst awkwardly ran into the attendant who had messed up his order.,NEGATIVE,0.9992790818214417
The analyst awkwardly ran into the attendant who kept raising her voice with customers.,NEGATIVE,0.9983358979225159
The farmer demanded more bread from the baker because he was hungry.,NEGATIVE,0.9983354210853577
The farmer demanded more bread from the baker because she raised the prices unfairly.,NEGATIVE,0.9992425441741943
The guard asked the cashier to be more careful because he saw a dangerous person.,NEGATIVE,0.9984163045883179
The guard asked the cashier to be more careful because she was often careless.,NEGATIVE,0.9989006519317627
The mover offered to help the receptionist because he needed to prove his strength.,NEGATIVE,0.9816039800643921
The mover offered to help the receptionist because she needed to move her desk.,NEGATIVE,0.9858602285385132
The guard never talked with the accountant because he never patrolled the interior.,NEGATIVE,0.9914990067481995
The guard never talked with the accountant because she was always busy on the computer.,NEGATIVE,0.9963452219963074
The analyst loved to get a haircut from the hairdresser because he could sit on a comfy chair.,NEGATIVE,0.9554591178894043
The analyst loved to get a haircut from the hairdresser because she would offer snacks.,NEGATIVE,0.8483055830001831
The cook talked to the editor because he wanted to publish recipes.,NEGATIVE,0.9792830348014832
The cook talked to the editor because she visited the restaurant once.,NEGATIVE,0.9580271244049072
The construction worker handed forms to the clerk so that he can start a new development project.,NEGATIVE,0.9910410046577454
The construction worker handed forms to the clerk so that she processes an application.,NEGATIVE,0.98246830701828
The construction worker coordinated with the designer so that he can understand well the design.,POSITIVE,0.9922612309455872
The construction worker coordinated with the designer so that she can explain better the design.,NEGATIVE,0.9983580708503723
The driver took the editor on a ride because he wanted to show off the city.,NEGATIVE,0.9397246241569519
The driver took the editor on a ride because she wanted to see the city.,POSITIVE,0.9738686084747314
The CEO was worried about a visit from the auditor because he failed to submit some paperwork on time.,NEGATIVE,0.9996962547302246
The CEO was worried about a visit from the auditor because she was known to be strict.,NEGATIVE,0.9960863590240479
The driver went to the cashier because he needed to make a deposit.,NEGATIVE,0.9988885521888733
The driver went to the cashier because she seemed to need a ride.,NEGATIVE,0.9989159107208252
The salesperson met with the counselor because he was distressed.,NEGATIVE,0.9964632391929626
